INDIVIDUALS_PLINK	INDIVIDUALS_CLEAN
NS.1794.004.UDP0133_i7---UDP0133_i5.AW_32.realigned.bam	NS.1794.004.UDP0133-i7---UDP0133-i5.AW-32.realigned.bam
NS.1794.004.UDP0134_i7---UDP0134_i5.AW_33.realigned.bam	NS.1794.004.UDP0134-i7---UDP0134-i5.AW-33.realigned.bam
NS.1794.004.UDP0135_i7---UDP0135_i5.AW_34.realigned.bam	NS.1794.004.UDP0135-i7---UDP0135-i5.AW-34.realigned.bam
NS.1794.004.UDP0136_i7---UDP0136_i5.AW_35.realigned.bam	NS.1794.004.UDP0136-i7---UDP0136-i5.AW-35.realigned.bam
NS.1794.004.UDP0137_i7---UDP0137_i5.WCB_F_1.realigned.bam	NS.1794.004.UDP0137-i7---UDP0137-i5.WCB-F-1.realigned.bam
NS.1794.004.UDP0138_i7---UDP0138_i5.WCB_F_2.realigned.bam	NS.1794.004.UDP0138-i7---UDP0138-i5.WCB-F-2.realigned.bam
NS.1794.004.UDP0139_i7---UDP0139_i5.WCB_F_3.realigned.bam	NS.1794.004.UDP0139-i7---UDP0139-i5.WCB-F-3.realigned.bam
NS.1794.004.UDP0140_i7---UDP0140_i5.WCB_F_4.realigned.bam	NS.1794.004.UDP0140-i7---UDP0140-i5.WCB-F-4.realigned.bam
NS.1794.004.UDP0141_i7---UDP0141_i5.WCB_F_5.realigned.bam	NS.1794.004.UDP0141-i7---UDP0141-i5.WCB-F-5.realigned.bam
NS.1794.004.UDP0142_i7---UDP0142_i5.WCB_F_6.realigned.bam	NS.1794.004.UDP0142-i7---UDP0142-i5.WCB-F-6.realigned.bam
NS.1794.004.UDP0143_i7---UDP0143_i5.WCB_F_7.realigned.bam	NS.1794.004.UDP0143-i7---UDP0143-i5.WCB-F-7.realigned.bam
NS.1794.004.UDP0144_i7---UDP0144_i5.WCB_F_8.realigned.bam	NS.1794.004.UDP0144-i7---UDP0144-i5.WCB-F-8.realigned.bam
NS.1794.004.UDP0145_i7---UDP0145_i5.WCB_F_9.realigned.bam	NS.1794.004.UDP0145-i7---UDP0145-i5.WCB-F-9.realigned.bam
NS.1794.004.UDP0146_i7---UDP0146_i5.WCB_F_10.realigned.bam	NS.1794.004.UDP0146-i7---UDP0146-i5.WCB-F-10.realigned.bam
NS.1794.004.UDP0147_i7---UDP0147_i5.WCB_F_11.realigned.bam	NS.1794.004.UDP0147-i7---UDP0147-i5.WCB-F-11.realigned.bam
NS.1794.004.UDP0148_i7---UDP0148_i5.WCB_F_12.realigned.bam	NS.1794.004.UDP0148-i7---UDP0148-i5.WCB-F-12.realigned.bam
NS.1794.004.UDP0149_i7---UDP0149_i5.WCB_F_13.realigned.bam	NS.1794.004.UDP0149-i7---UDP0149-i5.WCB-F-13.realigned.bam
NS.1794.004.UDP0150_i7---UDP0150_i5.WCB_F_14.realigned.bam	NS.1794.004.UDP0150-i7---UDP0150-i5.WCB-F-14.realigned.bam
NS.1794.004.UDP0151_i7---UDP0151_i5.WCB_F_15.realigned.bam	NS.1794.004.UDP0151-i7---UDP0151-i5.WCB-F-15.realigned.bam
NS.1794.004.UDP0152_i7---UDP0152_i5.WCB_F_16.realigned.bam	NS.1794.004.UDP0152-i7---UDP0152-i5.WCB-F-16.realigned.bam
NS.1794.004.UDP0153_i7---UDP0153_i5.WCB_F_17.realigned.bam	NS.1794.004.UDP0153-i7---UDP0153-i5.WCB-F-17.realigned.bam
NS.1794.004.UDP0154_i7---UDP0154_i5.WCB_F_18.realigned.bam	NS.1794.004.UDP0154-i7---UDP0154-i5.WCB-F-18.realigned.bam
NS.1794.004.UDP0155_i7---UDP0155_i5.WCB_F_19.realigned.bam	NS.1794.004.UDP0155-i7---UDP0155-i5.WCB-F-19.realigned.bam
NS.1794.004.UDP0156_i7---UDP0156_i5.WCB_F_20.realigned.bam	NS.1794.004.UDP0156-i7---UDP0156-i5.WCB-F-20.realigned.bam
NS.1794.004.UDP0157_i7---UDP0157_i5.WCB_F_21.realigned.bam	NS.1794.004.UDP0157-i7---UDP0157-i5.WCB-F-21.realigned.bam
NS.1794.004.UDP0158_i7---UDP0158_i5.WCB_F_22.realigned.bam	NS.1794.004.UDP0158-i7---UDP0158-i5.WCB-F-22.realigned.bam
NS.1794.004.UDP0159_i7---UDP0159_i5.WCB_F_23.realigned.bam	NS.1794.004.UDP0159-i7---UDP0159-i5.WCB-F-23.realigned.bam
NS.1794.004.UDP0160_i7---UDP0160_i5.WCB_F_24.realigned.bam	NS.1794.004.UDP0160-i7---UDP0160-i5.WCB-F-24.realigned.bam
NS.1794.004.UDP0161_i7---UDP0161_i5.WCB_F_25.realigned.bam	NS.1794.004.UDP0161-i7---UDP0161-i5.WCB-F-25.realigned.bam
NS.1794.004.UDP0162_i7---UDP0162_i5.WCB_F_26.realigned.bam	NS.1794.004.UDP0162-i7---UDP0162-i5.WCB-F-26.realigned.bam
NS.1794.004.UDP0163_i7---UDP0163_i5.WCB_F_27.realigned.bam	NS.1794.004.UDP0163-i7---UDP0163-i5.WCB-F-27.realigned.bam
NS.1794.004.UDP0164_i7---UDP0164_i5.WCB_F_28.realigned.bam	NS.1794.004.UDP0164-i7---UDP0164-i5.WCB-F-28.realigned.bam
NS.1794.004.UDP0165_i7---UDP0165_i5.WCB_F_29.realigned.bam	NS.1794.004.UDP0165-i7---UDP0165-i5.WCB-F-29.realigned.bam
NS.1794.004.UDP0166_i7---UDP0166_i5.WCB_F_30.realigned.bam	NS.1794.004.UDP0166-i7---UDP0166-i5.WCB-F-30.realigned.bam
NS.1794.004.UDP0167_i7---UDP0167_i5.WCB_F_31.realigned.bam	NS.1794.004.UDP0167-i7---UDP0167-i5.WCB-F-31.realigned.bam
NS.1794.004.UDP0168_i7---UDP0168_i5.WCB_F_32.realigned.bam	NS.1794.004.UDP0168-i7---UDP0168-i5.WCB-F-32.realigned.bam
NS.1794.004.UDP0169_i7---UDP0169_i5.WCB_F_33.realigned.bam	NS.1794.004.UDP0169-i7---UDP0169-i5.WCB-F-33.realigned.bam
NS.1794.004.UDP0170_i7---UDP0170_i5.WCB_F_34.realigned.bam	NS.1794.004.UDP0170-i7---UDP0170-i5.WCB-F-34.realigned.bam
NS.1794.004.UDP0171_i7---UDP0171_i5.WCB_F_35.realigned.bam	NS.1794.004.UDP0171-i7---UDP0171-i5.WCB-F-35.realigned.bam
NS.1794.004.UDP0173_i7---UDP0173_i5.WCB_F_37.realigned.bam	NS.1794.004.UDP0173-i7---UDP0173-i5.WCB-F-37.realigned.bam
NS.1794.004.UDP0174_i7---UDP0174_i5.WCB_F_38.realigned.bam	NS.1794.004.UDP0174-i7---UDP0174-i5.WCB-F-38.realigned.bam
NS.1794.004.UDP0175_i7---UDP0175_i5.WCB_F_39.realigned.bam	NS.1794.004.UDP0175-i7---UDP0175-i5.WCB-F-39.realigned.bam
NS.1794.004.UDP0176_i7---UDP0176_i5.WCB_F_40.realigned.bam	NS.1794.004.UDP0176-i7---UDP0176-i5.WCB-F-40.realigned.bam
NS.1794.004.UDP0177_i7---UDP0177_i5.WCB_F_41.realigned.bam	NS.1794.004.UDP0177-i7---UDP0177-i5.WCB-F-41.realigned.bam
NS.1794.004.UDP0178_i7---UDP0178_i5.WCB_F_42.realigned.bam	NS.1794.004.UDP0178-i7---UDP0178-i5.WCB-F-42.realigned.bam
NS.1794.004.UDP0179_i7---UDP0179_i5.WCB_F_43.realigned.bam	NS.1794.004.UDP0179-i7---UDP0179-i5.WCB-F-43.realigned.bam
NS.1794.004.UDP0180_i7---UDP0180_i5.WCB_F_44.realigned.bam	NS.1794.004.UDP0180-i7---UDP0180-i5.WCB-F-44.realigned.bam
NS.1794.004.UDP0181_i7---UDP0181_i5.WCB_F_45.realigned.bam	NS.1794.004.UDP0181-i7---UDP0181-i5.WCB-F-45.realigned.bam
NS.1794.004.UDP0182_i7---UDP0182_i5.WCB_F_46.realigned.bam	NS.1794.004.UDP0182-i7---UDP0182-i5.WCB-F-46.realigned.bam
NS.1794.004.UDP0183_i7---UDP0183_i5.WCB_F_47.realigned.bam	NS.1794.004.UDP0183-i7---UDP0183-i5.WCB-F-47.realigned.bam
NS.1794.004.UDP0184_i7---UDP0184_i5.WCB_F_48.realigned.bam	NS.1794.004.UDP0184-i7---UDP0184-i5.WCB-F-48.realigned.bam
NS.1794.004.UDP0185_i7---UDP0185_i5.WCB_F_49.realigned.bam	NS.1794.004.UDP0185-i7---UDP0185-i5.WCB-F-49.realigned.bam
NS.1794.004.UDP0186_i7---UDP0186_i5.WCB_F_50.realigned.bam	NS.1794.004.UDP0186-i7---UDP0186-i5.WCB-F-50.realigned.bam
NS.1794.004.UDP0187_i7---UDP0187_i5.WCB_F_51.realigned.bam	NS.1794.004.UDP0187-i7---UDP0187-i5.WCB-F-51.realigned.bam
NS.1794.004.UDP0188_i7---UDP0188_i5.WCB_F_52.realigned.bam	NS.1794.004.UDP0188-i7---UDP0188-i5.WCB-F-52.realigned.bam
NS.1794.004.UDP0189_i7---UDP0189_i5.WCB_F_53.realigned.bam	NS.1794.004.UDP0189-i7---UDP0189-i5.WCB-F-53.realigned.bam
NS.1794.004.UDP0190_i7---UDP0190_i5.WCB_F_54.realigned.bam	NS.1794.004.UDP0190-i7---UDP0190-i5.WCB-F-54.realigned.bam
NS.1794.004.UDP0191_i7---UDP0191_i5.WCB_F_55.realigned.bam	NS.1794.004.UDP0191-i7---UDP0191-i5.WCB-F-55.realigned.bam
NS.1798.004.UDP0025_i7---UDP0025_i5.D039.realigned.bam	NS.1798.004.UDP0025-i7---UDP0025-i5.D039.realigned.bam
NS.1798.004.UDP0026_i7---UDP0026_i5.D040.realigned.bam	NS.1798.004.UDP0026-i7---UDP0026-i5.D040.realigned.bam
NS.1798.004.UDP0027_i7---UDP0027_i5.D041.realigned.bam	NS.1798.004.UDP0027-i7---UDP0027-i5.D041.realigned.bam
NS.1798.004.UDP0028_i7---UDP0028_i5.D042.realigned.bam	NS.1798.004.UDP0028-i7---UDP0028-i5.D042.realigned.bam
NS.1798.004.UDP0029_i7---UDP0029_i5.D043.realigned.bam	NS.1798.004.UDP0029-i7---UDP0029-i5.D043.realigned.bam
NS.1798.004.UDP0030_i7---UDP0030_i5.D044.realigned.bam	NS.1798.004.UDP0030-i7---UDP0030-i5.D044.realigned.bam
NS.1798.004.UDP0031_i7---UDP0031_i5.D045.realigned.bam	NS.1798.004.UDP0031-i7---UDP0031-i5.D045.realigned.bam
NS.1798.004.UDP0032_i7---UDP0032_i5.D046.realigned.bam	NS.1798.004.UDP0032-i7---UDP0032-i5.D046.realigned.bam
NS.1798.004.UDP0097_i7---UDP0097_i5.WCB_M_1.realigned.bam	NS.1798.004.UDP0097-i7---UDP0097-i5.WCB-M-1.realigned.bam
NS.1798.004.UDP0098_i7---UDP0098_i5.WCB_M_2.realigned.bam	NS.1798.004.UDP0098-i7---UDP0098-i5.WCB-M-2.realigned.bam
NS.1798.004.UDP0099_i7---UDP0099_i5.WCB_M_3.realigned.bam	NS.1798.004.UDP0099-i7---UDP0099-i5.WCB-M-3.realigned.bam
NS.1798.004.UDP0100_i7---UDP0100_i5.WCB_M_4.realigned.bam	NS.1798.004.UDP0100-i7---UDP0100-i5.WCB-M-4.realigned.bam
NS.1798.004.UDP0101_i7---UDP0101_i5.WCB_M_5.realigned.bam	NS.1798.004.UDP0101-i7---UDP0101-i5.WCB-M-5.realigned.bam
NS.1798.004.UDP0102_i7---UDP0102_i5.WCB_M_6.realigned.bam	NS.1798.004.UDP0102-i7---UDP0102-i5.WCB-M-6.realigned.bam
NS.1798.004.UDP0103_i7---UDP0103_i5.WCB_M_7.realigned.bam	NS.1798.004.UDP0103-i7---UDP0103-i5.WCB-M-7.realigned.bam
NS.1798.004.UDP0104_i7---UDP0104_i5.WCB_M_8.realigned.bam	NS.1798.004.UDP0104-i7---UDP0104-i5.WCB-M-8.realigned.bam
NS.1798.004.UDP0105_i7---UDP0105_i5.WCB_M_9.realigned.bam	NS.1798.004.UDP0105-i7---UDP0105-i5.WCB-M-9.realigned.bam
NS.1798.004.UDP0106_i7---UDP0106_i5.WCB_M_10.realigned.bam	NS.1798.004.UDP0106-i7---UDP0106-i5.WCB-M-10.realigned.bam
NS.1798.004.UDP0108_i7---UDP0108_i5.WCB_M_12.realigned.bam	NS.1798.004.UDP0108-i7---UDP0108-i5.WCB-M-12.realigned.bam
NS.1798.004.UDP0109_i7---UDP0109_i5.WCB_M_13.realigned.bam	NS.1798.004.UDP0109-i7---UDP0109-i5.WCB-M-13.realigned.bam
NS.1798.004.UDP0110_i7---UDP0110_i5.WCB_M_14.realigned.bam	NS.1798.004.UDP0110-i7---UDP0110-i5.WCB-M-14.realigned.bam
NS.1798.004.UDP0111_i7---UDP0111_i5.WCB_M_15.realigned.bam	NS.1798.004.UDP0111-i7---UDP0111-i5.WCB-M-15.realigned.bam
NS.1798.004.UDP0112_i7---UDP0112_i5.WCB_M_16.realigned.bam	NS.1798.004.UDP0112-i7---UDP0112-i5.WCB-M-16.realigned.bam
NS.1798.004.UDP0113_i7---UDP0113_i5.WCB_M_17.realigned.bam	NS.1798.004.UDP0113-i7---UDP0113-i5.WCB-M-17.realigned.bam
NS.1798.004.UDP0114_i7---UDP0114_i5.WCB_M_18.realigned.bam	NS.1798.004.UDP0114-i7---UDP0114-i5.WCB-M-18.realigned.bam
NS.1798.004.UDP0115_i7---UDP0115_i5.WCB_M_19.realigned.bam	NS.1798.004.UDP0115-i7---UDP0115-i5.WCB-M-19.realigned.bam
NS.1798.004.UDP0116_i7---UDP0116_i5.WCB_M_20.realigned.bam	NS.1798.004.UDP0116-i7---UDP0116-i5.WCB-M-20.realigned.bam
NS.1798.004.UDP0117_i7---UDP0117_i5.WCB_M_21.realigned.bam	NS.1798.004.UDP0117-i7---UDP0117-i5.WCB-M-21.realigned.bam
NS.1798.004.UDP0118_i7---UDP0118_i5.WCB_M_22.realigned.bam	NS.1798.004.UDP0118-i7---UDP0118-i5.WCB-M-22.realigned.bam
NS.1798.004.UDP0119_i7---UDP0119_i5.WCB_M_23.realigned.bam	NS.1798.004.UDP0119-i7---UDP0119-i5.WCB-M-23.realigned.bam
NS.1798.004.UDP0120_i7---UDP0120_i5.WCB_M_24.realigned.bam	NS.1798.004.UDP0120-i7---UDP0120-i5.WCB-M-24.realigned.bam
NS.1798.004.UDP0121_i7---UDP0121_i5.WCB_M_25.realigned.bam	NS.1798.004.UDP0121-i7---UDP0121-i5.WCB-M-25.realigned.bam
NS.1798.004.UDP0122_i7---UDP0122_i5.WCB_M_26.realigned.bam	NS.1798.004.UDP0122-i7---UDP0122-i5.WCB-M-26.realigned.bam
NS.1798.004.UDP0123_i7---UDP0123_i5.WCB_M_27.realigned.bam	NS.1798.004.UDP0123-i7---UDP0123-i5.WCB-M-27.realigned.bam
NS.1798.004.UDP0124_i7---UDP0124_i5.WCB_M_28.realigned.bam	NS.1798.004.UDP0124-i7---UDP0124-i5.WCB-M-28.realigned.bam
NS.1798.004.UDP0126_i7---UDP0126_i5.WCB_M_30.realigned.bam	NS.1798.004.UDP0126-i7---UDP0126-i5.WCB-M-30.realigned.bam
NS.1798.004.UDP0127_i7---UDP0127_i5.WCB_M_31.realigned.bam	NS.1798.004.UDP0127-i7---UDP0127-i5.WCB-M-31.realigned.bam
NS.1798.004.UDP0128_i7---UDP0128_i5.WCB_M_32.realigned.bam	NS.1798.004.UDP0128-i7---UDP0128-i5.WCB-M-32.realigned.bam
NS.1798.004.UDP0129_i7---UDP0129_i5.WCB_M_33.realigned.bam	NS.1798.004.UDP0129-i7---UDP0129-i5.WCB-M-33.realigned.bam
NS.1798.004.UDP0130_i7---UDP0130_i5.WCB_M_34.realigned.bam	NS.1798.004.UDP0130-i7---UDP0130-i5.WCB-M-34.realigned.bam
NS.1798.004.UDP0131_i7---UDP0131_i5.WCB_M_35.realigned.bam	NS.1798.004.UDP0131-i7---UDP0131-i5.WCB-M-35.realigned.bam
NS.1798.004.UDP0132_i7---UDP0132_i5.WCB_M_36.realigned.bam	NS.1798.004.UDP0132-i7---UDP0132-i5.WCB-M-36.realigned.bam
NS.1798.004.UDP0133_i7---UDP0133_i5.WCB_M_37.realigned.bam	NS.1798.004.UDP0133-i7---UDP0133-i5.WCB-M-37.realigned.bam
NS.1798.004.UDP0134_i7---UDP0134_i5.WCB_M_38.realigned.bam	NS.1798.004.UDP0134-i7---UDP0134-i5.WCB-M-38.realigned.bam
NS.1798.004.UDP0135_i7---UDP0135_i5.WCB_M_39.realigned.bam	NS.1798.004.UDP0135-i7---UDP0135-i5.WCB-M-39.realigned.bam
NS.1798.004.UDP0136_i7---UDP0136_i5.WCB_M_40.realigned.bam	NS.1798.004.UDP0136-i7---UDP0136-i5.WCB-M-40.realigned.bam
NS.1798.004.UDP0137_i7---UDP0137_i5.WCB_M_41.realigned.bam	NS.1798.004.UDP0137-i7---UDP0137-i5.WCB-M-41.realigned.bam
NS.1798.004.UDP0138_i7---UDP0138_i5.WCB_M_42.realigned.bam	NS.1798.004.UDP0138-i7---UDP0138-i5.WCB-M-42.realigned.bam
NS.1798.004.UDP0139_i7---UDP0139_i5.WCB_M_43.realigned.bam	NS.1798.004.UDP0139-i7---UDP0139-i5.WCB-M-43.realigned.bam
NS.1798.004.UDP0140_i7---UDP0140_i5.WCB_M_44.realigned.bam	NS.1798.004.UDP0140-i7---UDP0140-i5.WCB-M-44.realigned.bam
NS.1798.004.UDP0141_i7---UDP0141_i5.WCB_M_45.realigned.bam	NS.1798.004.UDP0141-i7---UDP0141-i5.WCB-M-45.realigned.bam
NS.1798.004.UDP0142_i7---UDP0142_i5.WCB_M_46.realigned.bam	NS.1798.004.UDP0142-i7---UDP0142-i5.WCB-M-46.realigned.bam
NS.1798.004.UDP0143_i7---UDP0143_i5.WCB_M_47.realigned.bam	NS.1798.004.UDP0143-i7---UDP0143-i5.WCB-M-47.realigned.bam
NS.1798.004.UDP0145_i7---UDP0145_i5.WCB_M_49.realigned.bam	NS.1798.004.UDP0145-i7---UDP0145-i5.WCB-M-49.realigned.bam
NS.1798.004.UDP0146_i7---UDP0146_i5.WCB_M_50.realigned.bam	NS.1798.004.UDP0146-i7---UDP0146-i5.WCB-M-50.realigned.bam
NS.1798.004.UDP0148_i7---UDP0148_i5.WCB_M_52.realigned.bam	NS.1798.004.UDP0148-i7---UDP0148-i5.WCB-M-52.realigned.bam
NS.1798.004.UDP0149_i7---UDP0149_i5.WCB_M_53.realigned.bam	NS.1798.004.UDP0149-i7---UDP0149-i5.WCB-M-53.realigned.bam
NS.1798.004.UDP0150_i7---UDP0150_i5.WCB_M_54.realigned.bam	NS.1798.004.UDP0150-i7---UDP0150-i5.WCB-M-54.realigned.bam
NS.1798.004.UDP0151_i7---UDP0151_i5.WCB_M_55.realigned.bam	NS.1798.004.UDP0151-i7---UDP0151-i5.WCB-M-55.realigned.bam
NS.1798.004.UDP0152_i7---UDP0152_i5.WCB_M_56.realigned.bam	NS.1798.004.UDP0152-i7---UDP0152-i5.WCB-M-56.realigned.bam
NS.1798.004.UDP0153_i7---UDP0153_i5.WCB_M_57.realigned.bam	NS.1798.004.UDP0153-i7---UDP0153-i5.WCB-M-57.realigned.bam
NS.1798.004.UDP0154_i7---UDP0154_i5.WCB_M_58.realigned.bam	NS.1798.004.UDP0154-i7---UDP0154-i5.WCB-M-58.realigned.bam
NS.1798.004.UDP0155_i7---UDP0155_i5.WCB_M_59.realigned.bam	NS.1798.004.UDP0155-i7---UDP0155-i5.WCB-M-59.realigned.bam
NS.1798.004.UDP0156_i7---UDP0156_i5.WCB_M_60.realigned.bam	NS.1798.004.UDP0156-i7---UDP0156-i5.WCB-M-60.realigned.bam
NS.1798.004.UDP0157_i7---UDP0157_i5.WCB_M_61.realigned.bam	NS.1798.004.UDP0157-i7---UDP0157-i5.WCB-M-61.realigned.bam
NS.1798.004.UDP0158_i7---UDP0158_i5.WCB_M_62.realigned.bam	NS.1798.004.UDP0158-i7---UDP0158-i5.WCB-M-62.realigned.bam
NS.1798.004.UDP0159_i7---UDP0159_i5.WCB_M_63.realigned.bam	NS.1798.004.UDP0159-i7---UDP0159-i5.WCB-M-63.realigned.bam
NS.1798.004.UDP0160_i7---UDP0160_i5.WCB_M_64.realigned.bam	NS.1798.004.UDP0160-i7---UDP0160-i5.WCB-M-64.realigned.bam
NS.1798.004.UDP0161_i7---UDP0161_i5.WCB_M_65.realigned.bam	NS.1798.004.UDP0161-i7---UDP0161-i5.WCB-M-65.realigned.bam
NS.1798.004.UDP0162_i7---UDP0162_i5.WCB_M_66.realigned.bam	NS.1798.004.UDP0162-i7---UDP0162-i5.WCB-M-66.realigned.bam
NS.1798.004.UDP0163_i7---UDP0163_i5.WCB_M_67.realigned.bam	NS.1798.004.UDP0163-i7---UDP0163-i5.WCB-M-67.realigned.bam
NS.1798.004.UDP0164_i7---UDP0164_i5.WCB_M_68.realigned.bam	NS.1798.004.UDP0164-i7---UDP0164-i5.WCB-M-68.realigned.bam
NS.1798.004.UDP0166_i7---UDP0166_i5.WCB_M_70.realigned.bam	NS.1798.004.UDP0166-i7---UDP0166-i5.WCB-M-70.realigned.bam
NS.1798.004.UDP0167_i7---UDP0167_i5.D013.realigned.bam	NS.1798.004.UDP0167-i7---UDP0167-i5.D013.realigned.bam
NS.1798.004.UDP0168_i7---UDP0168_i5.D014.realigned.bam	NS.1798.004.UDP0168-i7---UDP0168-i5.D014.realigned.bam
NS.1798.004.UDP0169_i7---UDP0169_i5.D015.realigned.bam	NS.1798.004.UDP0169-i7---UDP0169-i5.D015.realigned.bam
NS.1798.004.UDP0170_i7---UDP0170_i5.D016.realigned.bam	NS.1798.004.UDP0170-i7---UDP0170-i5.D016.realigned.bam
NS.1798.004.UDP0171_i7---UDP0171_i5.D017.realigned.bam	NS.1798.004.UDP0171-i7---UDP0171-i5.D017.realigned.bam
NS.1798.004.UDP0173_i7---UDP0173_i5.D019.realigned.bam	NS.1798.004.UDP0173-i7---UDP0173-i5.D019.realigned.bam
NS.1798.004.UDP0174_i7---UDP0174_i5.D020.realigned.bam	NS.1798.004.UDP0174-i7---UDP0174-i5.D020.realigned.bam
NS.1798.004.UDP0175_i7---UDP0175_i5.D021.realigned.bam	NS.1798.004.UDP0175-i7---UDP0175-i5.D021.realigned.bam
NS.1798.004.UDP0176_i7---UDP0176_i5.D022.realigned.bam	NS.1798.004.UDP0176-i7---UDP0176-i5.D022.realigned.bam
NS.1798.004.UDP0177_i7---UDP0177_i5.D023.realigned.bam	NS.1798.004.UDP0177-i7---UDP0177-i5.D023.realigned.bam
NS.1798.004.UDP0178_i7---UDP0178_i5.D024.realigned.bam	NS.1798.004.UDP0178-i7---UDP0178-i5.D024.realigned.bam
NS.1798.004.UDP0179_i7---UDP0179_i5.D025.realigned.bam	NS.1798.004.UDP0179-i7---UDP0179-i5.D025.realigned.bam
NS.1798.004.UDP0180_i7---UDP0180_i5.D026.realigned.bam	NS.1798.004.UDP0180-i7---UDP0180-i5.D026.realigned.bam
NS.1798.004.UDP0181_i7---UDP0181_i5.D027.realigned.bam	NS.1798.004.UDP0181-i7---UDP0181-i5.D027.realigned.bam
NS.1798.004.UDP0182_i7---UDP0182_i5.D028.realigned.bam	NS.1798.004.UDP0182-i7---UDP0182-i5.D028.realigned.bam
NS.1798.004.UDP0183_i7---UDP0183_i5.D029.realigned.bam	NS.1798.004.UDP0183-i7---UDP0183-i5.D029.realigned.bam
NS.1798.004.UDP0184_i7---UDP0184_i5.D030.realigned.bam	NS.1798.004.UDP0184-i7---UDP0184-i5.D030.realigned.bam
NS.1798.004.UDP0185_i7---UDP0185_i5.D031.realigned.bam	NS.1798.004.UDP0185-i7---UDP0185-i5.D031.realigned.bam
NS.1798.004.UDP0186_i7---UDP0186_i5.D032.realigned.bam	NS.1798.004.UDP0186-i7---UDP0186-i5.D032.realigned.bam
NS.1798.004.UDP0187_i7---UDP0187_i5.D033.realigned.bam	NS.1798.004.UDP0187-i7---UDP0187-i5.D033.realigned.bam
NS.1798.004.UDP0188_i7---UDP0188_i5.D034.realigned.bam	NS.1798.004.UDP0188-i7---UDP0188-i5.D034.realigned.bam
NS.1798.004.UDP0189_i7---UDP0189_i5.D035.realigned.bam	NS.1798.004.UDP0189-i7---UDP0189-i5.D035.realigned.bam
NS.1798.004.UDP0190_i7---UDP0190_i5.D036.realigned.bam	NS.1798.004.UDP0190-i7---UDP0190-i5.D036.realigned.bam
NS.1798.004.UDP0191_i7---UDP0191_i5.D037.realigned.bam	NS.1798.004.UDP0191-i7---UDP0191-i5.D037.realigned.bam
NS.1798.004.UDP0313_i7---UDP0313_i5.D047.realigned.bam	NS.1798.004.UDP0313-i7---UDP0313-i5.D047.realigned.bam
NS.1798.004.UDP0321_i7---UDP0321_i5.D048.realigned.bam	NS.1798.004.UDP0321-i7---UDP0321-i5.D048.realigned.bam
